Name,Roll,Branch,StartYear,PreviousCourses,CurrentCourses
Reyansh M_732,900,IT,2022,DAA:5|CN:6|OOPS:6|OS:9,OS
Aditya K_733,841,CE,2020,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Ananya A_734,GCJ17,EE,2021,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Shaurya A_735,667,ME,2022,OOPS:8,OS|CN|ML
Arya M_736,XIY73,DS,2027,OS:5|AI:6|CN:5,AI|DBMS|COA
Reyansh S_737,AJQ25,ECE,2025,AI:6,COA|ML|DSA
Navya A_738,646,EE,2025,TOC:7,ML|OS
Krishna R_739,560,CE,2026,OS:5,ML|DSA
Rian R_740,574,ME,2020,DBMS:10|DSA:10|SE:9,DBMS|OS
Aditya P_741,412,ME,2024,SE:9,DBMS|DSA
Atharv P_742,DWV26,IT,2022,TOC:9,ML
Rian R_743,574,ME,2019,DBMS:10|DSA:10|SE:9,DBMS|OS
Ananya T_744,374,CSE,2019,CN:7,ML
Atharv P_745,DWV26,IT,2021,TOC:9,ML
Aarav K_746,DPA73,EE,2025,AI:5|DAA:8,AI|CN|OS
Ira P_747,650,ME,2020,CN:6|TOC:6,OS
Krishna R_748,560,CE,2027,OS:5,ML|DSA
Aarav K_749,DPA73,EE,2022,AI:5|DAA:8,AI|CN|OS
Aditya K_750,841,CE,2021,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Reyansh K_751,FMA79,CSE,2023,COA:7|OS:8,OS
Myra A_752,249,CE,2017,SE:5|ML:6|COA:10,DBMS|AI|ML
Navya P_753,GLC69,ME,2024,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aarav K_754,DPA73,EE,2019,AI:5|DAA:8,AI|CN|OS
Krishna K_755,231,DS,2022,TOC:8|OOPS:7,AI|OS
Saanvi A_756,346,CE,2018,CN:7|SE:5|ML:10,DSA|AI|ML
Ira P_757,650,ME,2022,CN:6|TOC:6,OS
Navya T_758,584,IT,2027,ML:10|COA:5|DSA:5,DBMS|CN
Atharv M_759,JQR11,DS,2016,DAA:7|CN:7|DBMS:8,COA|AI|OS
Sai S_760,FVB35,ECE,2019,DSA:10|ML:8,CN
Atharv P_761,DWV26,IT,2022,TOC:9,ML
Navya A_762,646,EE,2025,TOC:7,ML|OS
Shaurya A_763,667,ME,2020,OOPS:8,OS|CN|ML
Aarohi T_764,ICG22,CSE,2023,OOPS:7|AI:7,DSA|OS
Aarohi P_765,626,EE,2024,OOPS:6,OS
Angel P_766,874,EE,2023,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Aarav T_767,TXU38,EE,2021,DAA:5|DSA:10,DSA
Pari R_768,267,DS,2022,COA:9|CN:7,DBMS|DSA
Myra A_769,249,CE,2017,SE:5|ML:6|COA:10,DBMS|AI|ML
Ira P_770,650,ME,2018,CN:6|TOC:6,OS
Vihaan K_771,AZS78,ME,2023,CN:6|COA:10,DBMS|OS
Reyansh S_772,AJQ25,ECE,2027,AI:6,COA|ML|DSA
Krishna R_773,560,CE,2027,OS:5,ML|DSA
Ananya A_774,GCJ17,EE,2018,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Navya A_775,646,EE,2021,TOC:7,ML|OS
Pari R_776,267,DS,2025,COA:9|CN:7,DBMS|DSA
Krishna R_777,560,CE,2022,OS:5,ML|DSA
Sara R_778,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Aadhya S_779,HHS63,CSE,2022,CN:8,DBMS|OS
Navya S_780,870,DS,2018,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Navya P_781,GLC69,ME,2021,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aditya K_782,841,CE,2018,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Aditya P_783,412,ME,2025,SE:9,DBMS|DSA
Atharv M_784,JQR11,DS,2022,DAA:7|CN:7|DBMS:8,COA|AI|OS
Saanvi P_785,247,CE,2021,DAA:8,DSA|CN|COA
Rian A_786,MRC72,CE,2023,DSA:7,DSA|ML|DBMS
Reyansh S_787,AJQ25,ECE,2027,AI:6,COA|ML|DSA
Navya M_788,917,EE,2022,DBMS:7|AI:7,ML
Angel P_789,874,EE,2020,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Vivaan R_790,LUU29,CSE,2021,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Ananya A_791,GCJ17,EE,2020,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Aadhya S_792,HHS63,CSE,2025,CN:8,DBMS|OS
Aarav T_793,TXU38,EE,2025,DAA:5|DSA:10,DSA
Sara R_794,998,IT,2022,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Vihaan K_795,AZS78,ME,2021,CN:6|COA:10,DBMS|OS
Ananya M_796,862,AIML,2025,OS:6|DBMS:7|CN:7,CN
Ira P_797,650,ME,2020,CN:6|TOC:6,OS
Myra R_798,LBY37,CE,2024,SE:6|DBMS:5|ML:8|CN:6,COA
Reyansh M_799,900,IT,2020,DAA:5|CN:6|OOPS:6|OS:9,OS
Aditya P_800,412,ME,2025,SE:9,DBMS|DSA
Ananya M_801,862,AIML,2026,OS:6|DBMS:7|CN:7,CN
Atharv P_802,DWV26,IT,2026,TOC:9,ML
Aarohi T_803,ICG22,CSE,2024,OOPS:7|AI:7,DSA|OS
Shaurya P_804,996,ECE,2019,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Navya M_805,917,EE,2022,DBMS:7|AI:7,ML
Myra A_806,249,CE,2018,SE:5|ML:6|COA:10,DBMS|AI|ML
Vihaan K_807,AZS78,ME,2021,CN:6|COA:10,DBMS|OS
Riya T_808,692,ECE,2021,DBMS:6|OOPS:5,DSA|AI
Vivaan R_809,LUU29,CSE,2023,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Saanvi A_810,346,CE,2022,CN:7|SE:5|ML:10,DSA|AI|ML
Myra K_811,TNZ13,DS,2022,COA:7|OS:8,AI
Aarav K_812,KDB69,DS,2023,DSA:8|TOC:8|DBMS:8,DBMS|CN
Angel P_813,874,EE,2021,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Atharv M_814,JQR11,DS,2022,DAA:7|CN:7|DBMS:8,COA|AI|OS
Navya A_815,646,EE,2024,TOC:7,ML|OS
Ananya M_816,862,AIML,2021,OS:6|DBMS:7|CN:7,CN
Atharv M_817,JQR11,DS,2019,DAA:7|CN:7|DBMS:8,COA|AI|OS
Saanvi S_818,127,CE,2021,SE:8|DBMS:6,CN
Ananya A_819,GCJ17,EE,2021,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Krishna K_820,231,DS,2020,TOC:8|OOPS:7,AI|OS
Saanvi A_821,346,CE,2017,CN:7|SE:5|ML:10,DSA|AI|ML
Muhammad P_822,WBP33,ME,2024,TOC:5,AI
Rian R_823,574,ME,2022,DBMS:10|DSA:10|SE:9,DBMS|OS
Krishna R_824,560,CE,2021,OS:5,ML|DSA
Angel P_825,874,EE,2020,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Saanvi A_826,346,CE,2018,CN:7|SE:5|ML:10,DSA|AI|ML
Shaurya A_827,667,ME,2020,OOPS:8,OS|CN|ML
Rian A_828,MRC72,CE,2023,DSA:7,DSA|ML|DBMS
Shaurya P_829,996,ECE,2019,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Sai S_830,FVB35,ECE,2021,DSA:10|ML:8,CN
Reyansh S_831,AJQ25,ECE,2027,AI:6,COA|ML|DSA
Saanvi P_832,247,CE,2024,DAA:8,DSA|CN|COA
Shaurya P_833,996,ECE,2023,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Navya T_834,584,IT,2021,ML:10|COA:5|DSA:5,DBMS|CN
Saanvi A_835,346,CE,2021,CN:7|SE:5|ML:10,DSA|AI|ML
Navya P_836,GLC69,ME,2019,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Saanvi P_837,247,CE,2022,DAA:8,DSA|CN|COA
Rian R_838,574,ME,2020,DBMS:10|DSA:10|SE:9,DBMS|OS
Muhammad P_839,NZR11,CE,2023,CN:5|DSA:7|TOC:7,AI|OS|CN
Saanvi A_840,346,CE,2022,CN:7|SE:5|ML:10,DSA|AI|ML
Saanvi P_841,247,CE,2019,DAA:8,DSA|CN|COA
Navya P_842,GLC69,ME,2022,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Shaurya P_843,996,ECE,2020,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Reyansh S_844,AJQ25,ECE,2024,AI:6,COA|ML|DSA
Navya M_845,917,EE,2021,DBMS:7|AI:7,ML
Krishna R_846,560,CE,2022,OS:5,ML|DSA
Aditya P_847,412,ME,2019,SE:9,DBMS|DSA
Reyansh S_848,AJQ25,ECE,2026,AI:6,COA|ML|DSA
Aarohi T_849,ICG22,CSE,2023,OOPS:7|AI:7,DSA|OS
Aditya K_850,841,CE,2019,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Sai S_851,FVB35,ECE,2021,DSA:10|ML:8,CN
Krishna R_852,560,CE,2022,OS:5,ML|DSA
Krishna K_853,231,DS,2023,TOC:8|OOPS:7,AI|OS
Atharv P_854,DWV26,IT,2021,TOC:9,ML
Reyansh K_855,FMA79,CSE,2025,COA:7|OS:8,OS
Navya A_856,646,EE,2024,TOC:7,ML|OS
Atharv M_857,JQR11,DS,2018,DAA:7|CN:7|DBMS:8,COA|AI|OS
Arya M_858,XIY73,DS,2021,OS:5|AI:6|CN:5,AI|DBMS|COA
Atharv M_859,JQR11,DS,2020,DAA:7|CN:7|DBMS:8,COA|AI|OS
Myra R_860,LBY37,CE,2020,SE:6|DBMS:5|ML:8|CN:6,COA
Aarav K_861,DPA73,EE,2019,AI:5|DAA:8,AI|CN|OS
Myra R_862,LBY37,CE,2021,SE:6|DBMS:5|ML:8|CN:6,COA
Ira P_863,650,ME,2021,CN:6|TOC:6,OS
Sara R_864,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Riya T_865,692,ECE,2024,DBMS:6|OOPS:5,DSA|AI
Shaurya P_866,996,ECE,2019,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Aarav K_867,DPA73,EE,2024,AI:5|DAA:8,AI|CN|OS
Atharv P_868,DWV26,IT,2020,TOC:9,ML
Muhammad P_869,NZR11,CE,2023,CN:5|DSA:7|TOC:7,AI|OS|CN
Rian R_870,574,ME,2021,DBMS:10|DSA:10|SE:9,DBMS|OS
Saanvi A_871,346,CE,2018,CN:7|SE:5|ML:10,DSA|AI|ML
Krishna R_872,560,CE,2023,OS:5,ML|DSA
Ira P_873,650,ME,2021,CN:6|TOC:6,OS
Ira P_874,650,ME,2018,CN:6|TOC:6,OS
Kabir P_875,UOE14,CSE,2023,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Navya T_876,584,IT,2024,ML:10|COA:5|DSA:5,DBMS|CN
Reyansh K_877,FMA79,CSE,2023,COA:7|OS:8,OS
Aadhya S_878,HHS63,CSE,2026,CN:8,DBMS|OS
Aarav K_879,KDB69,DS,2025,DSA:8|TOC:8|DBMS:8,DBMS|CN
Ananya T_880,374,CSE,2021,CN:7,ML
Krishna K_881,231,DS,2024,TOC:8|OOPS:7,AI|OS
Aadhya S_882,HHS63,CSE,2022,CN:8,DBMS|OS
Saanvi S_883,127,CE,2023,SE:8|DBMS:6,CN
Aarav T_884,TXU38,EE,2021,DAA:5|DSA:10,DSA
Muhammad P_885,NZR11,CE,2024,CN:5|DSA:7|TOC:7,AI|OS|CN
Ananya A_886,GCJ17,EE,2018,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Krishna K_887,231,DS,2022,TOC:8|OOPS:7,AI|OS
Aarav K_888,DPA73,EE,2019,AI:5|DAA:8,AI|CN|OS
Aarav T_889,TXU38,EE,2025,DAA:5|DSA:10,DSA
Reyansh S_890,AJQ25,ECE,2024,AI:6,COA|ML|DSA
Krishna K_891,231,DS,2024,TOC:8|OOPS:7,AI|OS
Sai R_892,VRP70,CE,2026,DAA:5|OS:9,DBMS|OS|AI
Vivaan R_893,LUU29,CSE,2023,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Navya P_894,GLC69,ME,2023,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Sara R_895,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Aditya K_896,841,CE,2024,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Ananya T_897,374,CSE,2017,CN:7,ML
Riya T_898,692,ECE,2024,DBMS:6|OOPS:5,DSA|AI
Myra A_899,249,CE,2022,SE:5|ML:6|COA:10,DBMS|AI|ML
Rian R_900,574,ME,2020,DBMS:10|DSA:10|SE:9,DBMS|OS
Krishna R_901,560,CE,2026,OS:5,ML|DSA
Reyansh S_902,AJQ25,ECE,2021,AI:6,COA|ML|DSA
Navya S_903,870,DS,2022,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Myra K_904,TNZ13,DS,2023,COA:7|OS:8,AI
Reyansh K_905,FMA79,CSE,2025,COA:7|OS:8,OS
Ira P_906,650,ME,2017,CN:6|TOC:6,OS
Atharv M_907,JQR11,DS,2019,DAA:7|CN:7|DBMS:8,COA|AI|OS
Navya S_908,870,DS,2019,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Vihaan K_909,AZS78,ME,2022,CN:6|COA:10,DBMS|OS
Ananya A_910,GCJ17,EE,2021,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Sai R_911,VRP70,CE,2025,DAA:5|OS:9,DBMS|OS|AI
Angel P_912,874,EE,2020,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Muhammad P_913,NZR11,CE,2024,CN:5|DSA:7|TOC:7,AI|OS|CN
Sai R_914,VRP70,CE,2025,DAA:5|OS:9,DBMS|OS|AI
Navya P_915,GLC69,ME,2024,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Navya P_916,GLC69,ME,2022,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aarav T_917,TXU38,EE,2021,DAA:5|DSA:10,DSA
Saanvi S_918,127,CE,2020,SE:8|DBMS:6,CN
Angel P_919,874,EE,2024,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Saanvi A_920,346,CE,2019,CN:7|SE:5|ML:10,DSA|AI|ML
Aarohi P_921,626,EE,2024,OOPS:6,OS
Aarohi P_922,626,EE,2022,OOPS:6,OS
Aarohi T_923,ICG22,CSE,2019,OOPS:7|AI:7,DSA|OS
Riya T_924,692,ECE,2022,DBMS:6|OOPS:5,DSA|AI
Sai S_925,FVB35,ECE,2020,DSA:10|ML:8,CN
Navya P_926,GLC69,ME,2023,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Navya T_927,584,IT,2027,ML:10|COA:5|DSA:5,DBMS|CN
Aadhya S_928,HHS63,CSE,2024,CN:8,DBMS|OS
Kabir P_929,UOE14,CSE,2022,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Vihaan K_930,AZS78,ME,2020,CN:6|COA:10,DBMS|OS
Reyansh K_931,FMA79,CSE,2021,COA:7|OS:8,OS
Rian R_932,574,ME,2019,DBMS:10|DSA:10|SE:9,DBMS|OS
Myra R_933,LBY37,CE,2019,SE:6|DBMS:5|ML:8|CN:6,COA
Ira P_934,650,ME,2021,CN:6|TOC:6,OS
Sara R_935,998,IT,2025,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Reyansh S_936,AJQ25,ECE,2027,AI:6,COA|ML|DSA
Shaurya A_937,667,ME,2018,OOPS:8,OS|CN|ML
Vihaan K_938,AZS78,ME,2024,CN:6|COA:10,DBMS|OS
Ananya M_939,862,AIML,2024,OS:6|DBMS:7|CN:7,CN
Reyansh M_940,900,IT,2021,DAA:5|CN:6|OOPS:6|OS:9,OS
Rian R_941,574,ME,2022,DBMS:10|DSA:10|SE:9,DBMS|OS
Aarav T_942,TXU38,EE,2021,DAA:5|DSA:10,DSA
Atharv M_943,JQR11,DS,2016,DAA:7|CN:7|DBMS:8,COA|AI|OS
Kabir P_944,UOE14,CSE,2026,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Myra A_945,249,CE,2022,SE:5|ML:6|COA:10,DBMS|AI|ML
Navya S_946,870,DS,2017,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Sai R_947,VRP70,CE,2022,DAA:5|OS:9,DBMS|OS|AI
Aarohi P_948,626,EE,2020,OOPS:6,OS
Muhammad P_949,WBP33,ME,2026,TOC:5,AI
Myra R_950,LBY37,CE,2020,SE:6|DBMS:5|ML:8|CN:6,COA
Aditya P_951,412,ME,2021,SE:9,DBMS|DSA
Aditya K_952,841,CE,2022,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Myra R_953,LBY37,CE,2019,SE:6|DBMS:5|ML:8|CN:6,COA
Rian R_954,574,ME,2024,DBMS:10|DSA:10|SE:9,DBMS|OS
Sai S_955,FVB35,ECE,2019,DSA:10|ML:8,CN
Atharv M_956,JQR11,DS,2018,DAA:7|CN:7|DBMS:8,COA|AI|OS
Navya P_957,GLC69,ME,2020,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Myra K_958,TNZ13,DS,2022,COA:7|OS:8,AI
Vihaan K_959,AZS78,ME,2025,CN:6|COA:10,DBMS|OS
Rian T_960,ALE69,EE,2027,SE:6|COA:7|DAA:7|ML:6,OS|CN
Krishna K_961,231,DS,2025,TOC:8|OOPS:7,AI|OS
Navya M_962,917,EE,2024,DBMS:7|AI:7,ML
Navya A_963,646,EE,2023,TOC:7,ML|OS
Shaurya A_964,667,ME,2017,OOPS:8,OS|CN|ML
Aadhya S_965,HHS63,CSE,2026,CN:8,DBMS|OS
Ananya A_966,GCJ17,EE,2022,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Navya T_967,584,IT,2025,ML:10|COA:5|DSA:5,DBMS|CN
Saanvi P_968,247,CE,2020,DAA:8,DSA|CN|COA
Ananya A_969,GCJ17,EE,2017,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Arya M_970,XIY73,DS,2027,OS:5|AI:6|CN:5,AI|DBMS|COA
Ananya T_971,374,CSE,2019,CN:7,ML
Saanvi A_972,346,CE,2020,CN:7|SE:5|ML:10,DSA|AI|ML
Angel P_973,874,EE,2019,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Navya M_974,917,EE,2023,DBMS:7|AI:7,ML
Krishna R_975,560,CE,2024,OS:5,ML|DSA
Rian R_976,574,ME,2020,DBMS:10|DSA:10|SE:9,DBMS|OS
Navya T_977,584,IT,2022,ML:10|COA:5|DSA:5,DBMS|CN
Aarav K_978,DPA73,EE,2019,AI:5|DAA:8,AI|CN|OS
Reyansh S_979,AJQ25,ECE,2021,AI:6,COA|ML|DSA
Ananya A_980,GCJ17,EE,2021,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Ira P_981,650,ME,2022,CN:6|TOC:6,OS
Atharv P_982,DWV26,IT,2026,TOC:9,ML
Rian T_983,ALE69,EE,2024,SE:6|COA:7|DAA:7|ML:6,OS|CN
Angel P_984,874,EE,2024,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Shaurya A_985,667,ME,2021,OOPS:8,OS|CN|ML
Krishna R_986,560,CE,2024,OS:5,ML|DSA
Aarav K_987,KDB69,DS,2025,DSA:8|TOC:8|DBMS:8,DBMS|CN
Ira P_988,650,ME,2016,CN:6|TOC:6,OS
Sai R_989,VRP70,CE,2025,DAA:5|OS:9,DBMS|OS|AI
Shaurya P_990,996,ECE,2020,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Aarohi P_991,626,EE,2025,OOPS:6,OS
Myra K_992,TNZ13,DS,2018,COA:7|OS:8,AI
Vihaan K_993,AZS78,ME,2026,CN:6|COA:10,DBMS|OS
Aditya P_994,412,ME,2024,SE:9,DBMS|DSA
Atharv M_995,JQR11,DS,2017,DAA:7|CN:7|DBMS:8,COA|AI|OS
Reyansh M_996,900,IT,2022,DAA:5|CN:6|OOPS:6|OS:9,OS
Rian T_997,ALE69,EE,2022,SE:6|COA:7|DAA:7|ML:6,OS|CN
Atharv P_998,DWV26,IT,2026,TOC:9,ML
Navya A_999,646,EE,2025,TOC:7,ML|OS
Rian R_1000,183,CE,2017,COA:8,CN
Aditya P_1001,412,ME,2021,SE:9,DBMS|DSA
Saanvi S_1002,127,CE,2018,SE:8|DBMS:6,CN
Ira P_1003,650,ME,2020,CN:6|TOC:6,OS
Reyansh K_1004,FMA79,CSE,2020,COA:7|OS:8,OS
Muhammad P_1005,NZR11,CE,2023,CN:5|DSA:7|TOC:7,AI|OS|CN
Navya T_1006,584,IT,2023,ML:10|COA:5|DSA:5,DBMS|CN
Reyansh S_1007,AJQ25,ECE,2024,AI:6,COA|ML|DSA
Vihaan K_1008,AZS78,ME,2021,CN:6|COA:10,DBMS|OS
Saanvi P_1009,247,CE,2021,DAA:8,DSA|CN|COA
Ananya T_1010,374,CSE,2017,CN:7,ML
Atharv M_1011,JQR11,DS,2020,DAA:7|CN:7|DBMS:8,COA|AI|OS
Aarav T_1012,TXU38,EE,2023,DAA:5|DSA:10,DSA
Myra R_1013,LBY37,CE,2025,SE:6|DBMS:5|ML:8|CN:6,COA
Aarav K_1014,KDB69,DS,2020,DSA:8|TOC:8|DBMS:8,DBMS|CN
Ananya M_1015,862,AIML,2026,OS:6|DBMS:7|CN:7,CN
Krishna K_1016,231,DS,2026,TOC:8|OOPS:7,AI|OS
Myra K_1017,TNZ13,DS,2018,COA:7|OS:8,AI
Sai S_1018,FVB35,ECE,2019,DSA:10|ML:8,CN
Angel P_1019,874,EE,2022,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Myra R_1020,LBY37,CE,2023,SE:6|DBMS:5|ML:8|CN:6,COA
Saanvi P_1021,247,CE,2021,DAA:8,DSA|CN|COA
Rian T_1022,ALE69,EE,2022,SE:6|COA:7|DAA:7|ML:6,OS|CN
Navya S_1023,870,DS,2019,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Ananya A_1024,GCJ17,EE,2017,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Aarav K_1025,KDB69,DS,2021,DSA:8|TOC:8|DBMS:8,DBMS|CN
Shaurya P_1026,996,ECE,2024,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Kabir P_1027,UOE14,CSE,2020,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Aditya P_1028,412,ME,2023,SE:9,DBMS|DSA
Aarav K_1029,DPA73,EE,2021,AI:5|DAA:8,AI|CN|OS
Sai R_1030,VRP70,CE,2023,DAA:5|OS:9,DBMS|OS|AI
Myra K_1031,TNZ13,DS,2018,COA:7|OS:8,AI
Navya T_1032,584,IT,2027,ML:10|COA:5|DSA:5,DBMS|CN
Riya T_1033,692,ECE,2027,DBMS:6|OOPS:5,DSA|AI
Rian R_1034,574,ME,2021,DBMS:10|DSA:10|SE:9,DBMS|OS
Ira P_1035,650,ME,2018,CN:6|TOC:6,OS
Aarav T_1036,TXU38,EE,2026,DAA:5|DSA:10,DSA
Reyansh S_1037,AJQ25,ECE,2026,AI:6,COA|ML|DSA
Ira P_1038,650,ME,2022,CN:6|TOC:6,OS
Muhammad P_1039,WBP33,ME,2026,TOC:5,AI
Reyansh M_1040,900,IT,2022,DAA:5|CN:6|OOPS:6|OS:9,OS
Aadhya S_1041,HHS63,CSE,2021,CN:8,DBMS|OS
Aarohi P_1042,626,EE,2022,OOPS:6,OS
Myra K_1043,TNZ13,DS,2019,COA:7|OS:8,AI
Krishna R_1044,560,CE,2024,OS:5,ML|DSA
Reyansh K_1045,FMA79,CSE,2025,COA:7|OS:8,OS
Rian A_1046,MRC72,CE,2025,DSA:7,DSA|ML|DBMS
Krishna K_1047,231,DS,2024,TOC:8|OOPS:7,AI|OS
Aarohi P_1048,626,EE,2024,OOPS:6,OS
Atharv P_1049,DWV26,IT,2025,TOC:9,ML
Aadhya S_1050,HHS63,CSE,2023,CN:8,DBMS|OS
Sara R_1051,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Sai R_1052,VRP70,CE,2025,DAA:5|OS:9,DBMS|OS|AI
Arya M_1053,XIY73,DS,2026,OS:5|AI:6|CN:5,AI|DBMS|COA
Rian T_1054,ALE69,EE,2024,SE:6|COA:7|DAA:7|ML:6,OS|CN
Aditya K_1055,841,CE,2023,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Aditya P_1056,412,ME,2022,SE:9,DBMS|DSA
Aarav K_1057,KDB69,DS,2021,DSA:8|TOC:8|DBMS:8,DBMS|CN
Vihaan K_1058,AZS78,ME,2024,CN:6|COA:10,DBMS|OS
Reyansh M_1059,900,IT,2024,DAA:5|CN:6|OOPS:6|OS:9,OS
Aarav K_1060,DPA73,EE,2025,AI:5|DAA:8,AI|CN|OS
Ira P_1061,650,ME,2022,CN:6|TOC:6,OS
Sai R_1062,VRP70,CE,2023,DAA:5|OS:9,DBMS|OS|AI
Ira P_1063,650,ME,2022,CN:6|TOC:6,OS
Pari R_1064,267,DS,2022,COA:9|CN:7,DBMS|DSA
Navya T_1065,584,IT,2025,ML:10|COA:5|DSA:5,DBMS|CN
Muhammad P_1066,NZR11,CE,2020,CN:5|DSA:7|TOC:7,AI|OS|CN
Saanvi P_1067,247,CE,2022,DAA:8,DSA|CN|COA
Navya M_1068,917,EE,2020,DBMS:7|AI:7,ML
Reyansh M_1069,900,IT,2023,DAA:5|CN:6|OOPS:6|OS:9,OS
Ananya M_1070,862,AIML,2023,OS:6|DBMS:7|CN:7,CN
Aadhya S_1071,HHS63,CSE,2020,CN:8,DBMS|OS
Saanvi P_1072,247,CE,2023,DAA:8,DSA|CN|COA
Navya P_1073,GLC69,ME,2022,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Shaurya A_1074,667,ME,2018,OOPS:8,OS|CN|ML
Aadhya S_1075,HHS63,CSE,2025,CN:8,DBMS|OS
Navya M_1076,917,EE,2022,DBMS:7|AI:7,ML
Ira P_1077,650,ME,2021,CN:6|TOC:6,OS
Saanvi S_1078,127,CE,2017,SE:8|DBMS:6,CN
Saanvi A_1079,346,CE,2017,CN:7|SE:5|ML:10,DSA|AI|ML
Aarohi P_1080,626,EE,2021,OOPS:6,OS
Navya M_1081,917,EE,2024,DBMS:7|AI:7,ML
Shaurya A_1082,667,ME,2016,OOPS:8,OS|CN|ML
Ananya M_1083,862,AIML,2026,OS:6|DBMS:7|CN:7,CN
Pari R_1084,267,DS,2025,COA:9|CN:7,DBMS|DSA
Myra A_1085,249,CE,2018,SE:5|ML:6|COA:10,DBMS|AI|ML
Aditya P_1086,412,ME,2023,SE:9,DBMS|DSA
Aarav K_1087,KDB69,DS,2020,DSA:8|TOC:8|DBMS:8,DBMS|CN
Vivaan R_1088,LUU29,CSE,2019,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Rian R_1089,574,ME,2019,DBMS:10|DSA:10|SE:9,DBMS|OS
Arya M_1090,XIY73,DS,2025,OS:5|AI:6|CN:5,AI|DBMS|COA
Rian R_1091,183,CE,2018,COA:8,CN
Aarav T_1092,TXU38,EE,2024,DAA:5|DSA:10,DSA
Navya M_1093,917,EE,2024,DBMS:7|AI:7,ML
Kabir P_1094,UOE14,CSE,2024,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
